TimeGenerated,Id,UserPrincipalName,Identity,IPAddress,AppDisplayName,ResourceDisplayName,ClientAppUsed,ConditionalAccessStatus,Status,DeviceDetail,LocationDetails,AuthenticationRequirement,CorrelationId,HomeTenantId,HomeTenantName,IncomingTokenType,IsInteractive,OriginalRequestId,ServicePrincipalId,ServicePrincipalName,UserAgent,AuthenticationDetails,NetworkLocationDetails
2026-05-15T16:01:32Z,ebb43f0c-1989-4110-94ca-ec4f94a1cd18,seren.cho@keystone.example.org,Seren Cho,10.44.18.41,Office 365 Exchange Online,Azure Resource Manager,Browser,failure,"{""errorCode"": 0, ""failureReason"": ""None"", ""additionalDetails"": ""MFA completed""}","{""deviceId"": ""014fe0ae-bab7-48e0-b84a-2d1d22b3ed37"", ""displayName"": ""worker-orchid-03"", ""operatingSystem"": ""Windows 11"", ""browser"": ""Edge 125.0.2535.67""}","{""city"": ""Chicago"", ""state"": ""OH"", ""countryOrRegion"": ""US""}",singleFactorAuthentication,0baf2595-164a-409d-8695-e16e329b7f6a,14fc2302-10b0-4c9e-bdd6-c488390c81d2,Northstar Research Group,none,true,03504859-8004-42ac-a1cd-1fe0216cf00c,d95e6a15-b706-4192-bf9f-ecf4f919def9,Microsoft Office,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,"[{""authenticationMethod"": ""FIDO2 security key"", ""succeeded"": true, ""authenticationStepDateTime"": ""2026-05-15T16:01:32Z""}]","[{""networkType"": ""trustedNamedLocation"", ""networkNames"": [""HQ-VPN""]}]"
2026-05-15T16:02:09Z,6ba80ae4-636f-4545-a74e-aa3d891eff90,naomi.rivera@northstar.example,Naomi Rivera,172.22.9.34,Northstar Claims Portal,Northstar Claims API,Exchange ActiveSync,notApplied,"{""errorCode"": 50074, ""failureReason"": ""Strong authentication is required."", ""additionalDetails"": ""MFA required""}","{""deviceId"": ""fa77ff30-6c54-4544-bf12-913dc3651dcc"", ""displayName"": ""db-onyx-03"", ""operatingSystem"": ""Android 15"", ""browser"": ""Edge 125.0.2535.67""}","{""city"": ""Columbus"", ""state"": ""OH"", ""countryOrRegion"": ""US""}",singleFactorAuthentication,0d5be831-61fb-4ead-aabc-e7dfe580f824,2f8ef672-d4db-406e-ba2e-870ba64acc91,Northstar Research Group,saml assertion,false,7a553468-1298-4547-80ba-c4b3976bbc2d,2eea9910-ff45-4ba0-9153-930aebb7a3ed,GitHub Enterprise,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,"[{""authenticationMethod"": ""Microsoft Authenticator notification"", ""succeeded"": false, ""authenticationStepDateTime"": ""2026-05-15T16:02:09Z""}]","[{""networkType"": ""trustedNamedLocation"", ""networkNames"": [""HQ-VPN""]}]"
2026-05-15T16:02:46Z,bc9ea23d-66bb-466c-b55a-20af93e8a2c3,eliot.park@field.example.net,Eliot Park,192.0.2.20,Northstar Claims Portal,Microsoft Graph,Mobile Apps and Desktop clients,failure,"{""errorCode"": 0, ""failureReason"": ""None"", ""additionalDetails"": ""MFA completed""}","{""deviceId"": ""fad9dfb7-9abd-451b-bd68-edbad8b51586"", ""displayName"": ""DESKTOP-LAB-4421"", ""operatingSystem"": ""iOS 18.5"", ""browser"": ""Mobile Safari 18.5""}","{""city"": ""Chicago"", ""state"": ""IN"", ""countryOrRegion"": ""US""}",multiFactorAuthentication,37f21a7e-2c7a-4b79-81b4-22bee1cec0c1,234c3706-0418-4d3d-8d07-92c4e89ddf3e,Northstar Research Group,primary refresh token,true,1bd59494-deb5-4db0-bbb3-ca47fc000c9b,8a7ddd86-85e4-4e1d-9db7-3e81029d2170,GitHub Enterprise,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,"[{""authenticationMethod"": ""Password"", ""succeeded"": true, ""authenticationStepDateTime"": ""2026-05-15T16:02:46Z""}]","[{""networkType"": ""trustedNamedLocation"", ""networkNames"": [""Vendor-SASE""]}]"
2026-05-15T16:03:23Z,d54af682-29fd-4cee-8630-e9bb1fd174b7,marco.silva@keystone.example.org,Marco Silva,10.44.18.59,Microsoft Intune Enrollment,Microsoft Graph,Exchange ActiveSync,notApplied,"{""errorCode"": 0, ""failureReason"": ""None"", ""additionalDetails"": ""MFA completed""}","{""deviceId"": ""36442f1e-6d37-42d5-a53a-413e25281a2f"", ""displayName"": ""LAPTOP-FIELD-1188"", ""operatingSystem"": ""Windows 11"", ""browser"": ""Chrome 126.0.0.0""}","{""city"": ""Phoenix"", ""state"": ""OH"", ""countryOrRegion"": ""US""}",multiFactorAuthentication,2c52e418-34dc-4b48-bc06-ba3146aeb47f,e8e7f1a9-37df-4e53-af94-80f0af85c393,Northstar Research Group,primary refresh token,true,27cda9d6-95e2-4588-b361-6eb63257d15e,298c7c63-45ba-4ccc-ad40-b48b43a3fb5e,GitHub Enterprise,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,"[{""authenticationMethod"": ""Microsoft Authenticator notification"", ""succeeded"": true, ""authenticationStepDateTime"": ""2026-05-15T16:03:23Z""}]","[{""networkType"": ""trustedNamedLocation"", ""networkNames"": [""HQ-VPN""]}]"
2026-05-15T16:04:00Z,c9c7fedd-eebe-4ece-afd5-55f930d18d3a,rhea.maddox@northstar.example,Rhea Maddox,192.168.66.44,Northstar Claims Portal,Microsoft Graph,Browser,notApplied,"{""errorCode"": 0, ""failureReason"": ""None"", ""additionalDetails"": ""MFA required""}","{""deviceId"": ""af7857bc-62bf-47b6-9859-27e67d7b7e36"", ""displayName"": ""LT-RIVER-7742"", ""operatingSystem"": ""Android 15"", ""browser"": ""Chrome 126.0.0.0""}","{""city"": ""Indianapolis"", ""state"": ""IN"", ""countryOrRegion"": ""US""}",singleFactorAuthentication,1dc64e76-2ff8-4dbd-b7f2-9ec0142f3d71,3c5fa381-cb33-4c4f-8a3a-f1ef44f53fc3,Northstar Research Group,saml assertion,true,546d63b2-b154-4f02-af91-e9cae25607a5,dc4a587f-3b24-4f96-81cc-6abe732ea08b,GitHub Enterprise,AzureAuth/1.0 broker,"[{""authenticationMethod"": ""Microsoft Authenticator notification"", ""succeeded"": true, ""authenticationStepDateTime"": ""2026-05-15T16:04:00Z""}]","[{""networkType"": ""trustedNamedLocation"", ""networkNames"": [""Vendor-SASE""]}]"
2026-05-15T16:04:37Z,53e28947-fe51-488b-97a0-747fe4519feb,cal.derosa@field.example.net,Cal DeRosa,10.44.18.32,GitHub Enterprise SSO,SharePoint Online,Browser,notApplied,"{""errorCode"": 0, ""failureReason"": ""None"", ""additionalDetails"": ""MFA completed""}","{""deviceId"": ""af51c5ac-d3af-4f88-bd73-6c3c93aef38d"", ""displayName"": ""VDI-CALL-0902"", ""operatingSystem"": ""Android 15"", ""browser"": ""Edge 125.0.2535.67""}","{""city"": ""Indianapolis"", ""state"": ""AZ"", ""countryOrRegion"": ""US""}",multiFactorAuthentication,42f48ff9-391d-4790-8ef5-bda37f177fa3,6c093ebf-80b4-4982-8d51-21819b49276f,Northstar Research Group,primary refresh token,false,877a256a-2de1-4ae3-af7a-303fc3f4fd0f,55d63bfd-f1f6-4412-abd9-9ef3d74e801b,Northstar Claims Portal,Outlook-iOS/4.2405.0,"[{""authenticationMethod"": ""FIDO2 security key"", ""succeeded"": true, ""authenticationStepDateTime"": ""2026-05-15T16:04:37Z""}]","[{""networkType"": ""trustedNamedLocation"", ""networkNames"": [""Vendor-SASE""]}]"
2026-05-15T16:05:14Z,0f1e2741-f2cc-4698-a157-8866058d0330,quinn.rosales@keystone.example.org,Quinn Rosales,10.44.18.52,Office 365 Exchange Online,Northstar Claims API,Browser,notApplied,"{""errorCode"": 0, ""failureReason"": ""None"", ""additionalDetails"": ""MFA completed""}","{""deviceId"": ""162ef464-9240-4f08-aa91-6209a81f1f23"", ""displayName"": ""SRV-ASTER-01"", ""operatingSystem"": ""macOS 15.4"", ""browser"": ""Edge 125.0.2535.67""}","{""city"": ""Indianapolis"", ""state"": ""OH"", ""countryOrRegion"": ""US""}",singleFactorAuthentication,8cd1d0f6-2b49-43b9-9b12-ebcadd3a7e1c,cadba442-3c6a-4187-b383-8ee6a9e9f8f0,Northstar Research Group,primary refresh token,true,aa4791b9-e4c5-4c3b-a0c6-1660b48266fc,622b2bec-2adb-475a-85d0-d0b3387d80b6,GitHub Enterprise,AzureAuth/1.0 broker,"[{""authenticationMethod"": ""Password"", ""succeeded"": true, ""authenticationStepDateTime"": ""2026-05-15T16:05:14Z""}]","[{""networkType"": ""trustedNamedLocation"", ""networkNames"": [""Vendor-SASE""]}]"
2026-05-15T16:05:51Z,eea807bd-2d7d-483d-9784-10b2c3cedc0a,veda.morris@northstar.example,Veda Morris,203.0.113.55,Office 365 Exchange Online,SharePoint Online,Mobile Apps and Desktop clients,failure,"{""errorCode"": 50074, ""failureReason"": ""Strong authentication is required."", ""additionalDetails"": ""MFA required""}","{""deviceId"": ""84295a22-d896-4177-a42c-ed262cd16c58"", ""displayName"": ""gw-cobalt-02"", ""operatingSystem"": ""Windows 11"", ""browser"": ""Chrome 126.0.0.0""}","{""city"": ""Indianapolis"", ""state"": ""AZ"", ""countryOrRegion"": ""US""}",singleFactorAuthentication,810e4ed2-3a24-4d4a-9a4e-7f1fb28c0977,4a59309f-618c-4860-9e28-b5bc78b530ae,Northstar Research Group,primary refresh token,true,7b1d5be4-c7b0-4437-a5d9-68d26e11cca7,221bcb79-e998-415f-8bee-29d5e2d7b50c,Northstar Claims Portal,Outlook-iOS/4.2405.0,"[{""authenticationMethod"": ""Password"", ""succeeded"": false, ""authenticationStepDateTime"": ""2026-05-15T16:05:51Z""}]","[{""networkType"": ""trustedNamedLocation"", ""networkNames"": [""Vendor-SASE""]}]"
2026-05-15T16:06:28Z,e9d4a7d3-38a3-4a7d-99d7-afd05c613a5d,tomas.aker@field.example.net,Tomas Aker,10.44.18.60,GitHub Enterprise SSO,Northstar Claims API,Other clients,success,"{""errorCode"": 0, ""failureReason"": ""None"", ""additionalDetails"": ""MFA completed""}","{""deviceId"": ""b2a9f61b-ec03-43e7-9636-befb3d06f5a3"", ""displayName"": ""api-ember-09"", ""operatingSystem"": ""iOS 18.5"", ""browser"": ""Mobile Safari 18.5""}","{""city"": ""Chicago"", ""state"": ""OH"", ""countryOrRegion"": ""US""}",multiFactorAuthentication,7ac25a23-fb19-4301-a198-a3aad183bc26,cd1b8019-81b0-4c54-9880-fbd1f7e3dbd3,Northstar Research Group,saml assertion,true,8cc36604-7386-4537-abdb-79ad12b51096,7ee39d6a-78c9-4b78-8483-11c4ed13c056,Microsoft Office,Outlook-iOS/4.2405.0,"[{""authenticationMethod"": ""Password"", ""succeeded"": true, ""authenticationStepDateTime"": ""2026-05-15T16:06:28Z""}]","[{""networkType"": ""trustedNamedLocation"", ""networkNames"": [""Vendor-SASE""]}]"
2026-05-15T16:07:05Z,e7076df3-e540-4bba-a105-0656e67e35c1,iris.monte@keystone.example.org,Iris Monte,192.168.66.12,Azure Portal,Microsoft Graph,Mobile Apps and Desktop clients,notApplied,"{""errorCode"": 0, ""failureReason"": ""None"", ""additionalDetails"": ""MFA completed""}","{""deviceId"": ""5c2ac090-0bb4-4938-871a-755aba1d51f6"", ""displayName"": ""worker-orchid-03"", ""operatingSystem"": ""iOS 18.5"", ""browser"": ""Chrome 126.0.0.0""}","{""city"": ""Phoenix"", ""state"": ""IL"", ""countryOrRegion"": ""US""}",singleFactorAuthentication,3db583a5-09b5-4b33-aa0c-9899c12801df,b14d2bb4-ed38-4b07-ab4e-70ba8c3ad2f4,Northstar Research Group,none,false,15b6a283-9ed1-4c16-86a9-921939de1a61,59ef2206-c102-4b65-a90d-1ec1605bd306,Microsoft Office,Outlook-iOS/4.2405.0,"[{""authenticationMethod"": ""Microsoft Authenticator notification"", ""succeeded"": true, ""authenticationStepDateTime"": ""2026-05-15T16:07:05Z""}]","[{""networkType"": ""trustedNamedLocation"", ""networkNames"": [""HQ-VPN""]}]"
2026-05-15T16:07:42Z,8c9bf832-2431-4a6d-9d09-c201f48330d3,mira.vale@northstar.example,Mira Vale,172.22.9.38,GitHub Enterprise SSO,Microsoft Graph,Other clients,failure,"{""errorCode"": 0, ""failureReason"": ""None"", ""additionalDetails"": ""MFA required""}","{""deviceId"": ""e5e88f26-483e-4ee2-a7c6-2fad1ed25feb"", ""displayName"": ""db-onyx-03"", ""operatingSystem"": ""macOS 15.4"", ""browser"": ""Mobile Safari 18.5""}","{""city"": ""Phoenix"", ""state"": ""OH"", ""countryOrRegion"": ""US""}",multiFactorAuthentication,0d62a9e7-4692-448e-a55f-53a2105df944,b48b2694-341a-4fc4-bcab-18a4b31aba23,Northstar Research Group,none,true,2dcd9aba-bc41-48f0-b7c5-08685cd56b7f,c6ed9dca-32ee-447e-b7ee-88c5d0fa742f,Northstar Claims Portal,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,"[{""authenticationMethod"": ""Microsoft Authenticator notification"", ""succeeded"": true, ""authenticationStepDateTime"": ""2026-05-15T16:07:42Z""}]","[{""networkType"": ""trustedNamedLocation"", ""networkNames"": [""HQ-VPN""]}]"
2026-05-15T16:08:19Z,e548627e-6f51-4e07-9587-d7e91e6e7cd3,selah.ng@field.example.net,Selah Ng,10.44.18.55,Microsoft Intune Enrollment,Northstar Claims API,Other clients,success,"{""errorCode"": 0, ""failureReason"": ""None"", ""additionalDetails"": ""MFA completed""}","{""deviceId"": ""f0845a8a-d952-4825-b1ab-d74c10b90754"", ""displayName"": ""DESKTOP-LAB-4421"", ""operatingSystem"": ""macOS 15.4"", ""browser"": ""Chrome 126.0.0.0""}","{""city"": ""Phoenix"", ""state"": ""IL"", ""countryOrRegion"": ""US""}",multiFactorAuthentication,6fdc9bf4-3742-47d5-bb16-05cc3501220e,d1ff3cd1-83b4-4a9b-b13e-d39f4e46a503,Northstar Research Group,none,true,edfa4a31-617f-45fc-8091-c3993d5d636d,7d08af3c-4132-49a4-9e47-3b613cb18d07,GitHub Enterprise,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,"[{""authenticationMethod"": ""Password"", ""succeeded"": true, ""authenticationStepDateTime"": ""2026-05-15T16:08:19Z""}]","[{""networkType"": ""trustedNamedLocation"", ""networkNames"": [""HQ-VPN""]}]"
2026-05-15T16:08:56Z,d1607155-f629-48d9-b97a-127707c9920c,seren.cho@keystone.example.org,Seren Cho,192.0.2.32,Microsoft Intune Enrollment,Microsoft Graph,Other clients,success,"{""errorCode"": 0, ""failureReason"": ""None"", ""additionalDetails"": ""MFA completed""}","{""deviceId"": ""b293942e-dceb-4105-ad27-0906a0f72dd8"", ""displayName"": ""LAPTOP-FIELD-1188"", ""operatingSystem"": ""Windows 11"", ""browser"": ""Mobile Safari 18.5""}","{""city"": ""Columbus"", ""state"": ""AZ"", ""countryOrRegion"": ""US""}",singleFactorAuthentication,a066d4b8-65fc-4503-8ff4-4a94c66eabfb,36447e9a-7c39-4d5b-b980-b207817f7f39,Northstar Research Group,none,true,aaa7ea3c-6932-4b45-80c4-6215c5d10cff,2ff07275-a509-4548-a1a9-5c089efd277f,Microsoft Office,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,"[{""authenticationMethod"": ""Password"", ""succeeded"": true, ""authenticationStepDateTime"": ""2026-05-15T16:08:56Z""}]","[{""networkType"": ""trustedNamedLocation"", ""networkNames"": [""Vendor-SASE""]}]"
2026-05-15T16:09:33Z,c177d94d-482c-45b6-8c2d-2ffd7322ec72,naomi.rivera@northstar.example,Naomi Rivera,172.22.9.13,Northstar Claims Portal,Azure Resource Manager,Browser,notApplied,"{""errorCode"": 50074, ""failureReason"": ""Strong authentication is required."", ""additionalDetails"": ""MFA required""}","{""deviceId"": ""8e78a86c-bf15-46c5-8272-4695fc26d334"", ""displayName"": ""LT-RIVER-7742"", ""operatingSystem"": ""Windows 11"", ""browser"": ""Mobile Safari 18.5""}","{""city"": ""Indianapolis"", ""state"": ""IL"", ""countryOrRegion"": ""US""}",singleFactorAuthentication,f8208a34-0294-422d-a0c8-831d1ddc2095,b38b2e51-7b08-4ec7-be7b-eb4ffb742088,Northstar Research Group,saml assertion,false,2df0bb24-b013-46f7-b595-3e23631f3098,afd9f242-5dbd-47d0-a7f7-b24821511b2f,GitHub Enterprise,Outlook-iOS/4.2405.0,"[{""authenticationMethod"": ""FIDO2 security key"", ""succeeded"": false, ""authenticationStepDateTime"": ""2026-05-15T16:09:33Z""}]","[{""networkType"": ""trustedNamedLocation"", ""networkNames"": [""Vendor-SASE""]}]"
2026-05-15T16:10:10Z,20aff0a7-3342-443c-9655-7555d5b9c889,eliot.park@field.example.net,Eliot Park,192.168.66.21,Northstar Claims Portal,Northstar Claims API,Other clients,failure,"{""errorCode"": 0, ""failureReason"": ""None"", ""additionalDetails"": ""MFA completed""}","{""deviceId"": ""c53ba4b9-9469-4d40-b69e-e5267b65199a"", ""displayName"": ""VDI-CALL-0902"", ""operatingSystem"": ""iOS 18.5"", ""browser"": ""Edge 125.0.2535.67""}","{""city"": ""Indianapolis"", ""state"": ""IN"", ""countryOrRegion"": ""US""}",singleFactorAuthentication,ee808f7c-4cef-40bc-9645-c8efe62ef7d2,a8e9bca3-0955-431e-bd92-81b264f68184,Northstar Research Group,none,true,e02b10ed-e896-4fac-8d3a-f56728110db9,591ff59a-0ec1-4c35-9844-828d2a2d6114,Northstar Claims Portal,Outlook-iOS/4.2405.0,"[{""authenticationMethod"": ""Microsoft Authenticator notification"", ""succeeded"": true, ""authenticationStepDateTime"": ""2026-05-15T16:10:10Z""}]","[{""networkType"": ""trustedNamedLocation"", ""networkNames"": [""HQ-VPN""]}]"
2026-05-15T16:10:47Z,faa6aa03-3684-4ef3-b1a8-64bfb9a6faf5,marco.silva@keystone.example.org,Marco Silva,172.22.9.12,GitHub Enterprise SSO,Azure Resource Manager,Browser,notApplied,"{""errorCode"": 0, ""failureReason"": ""None"", ""additionalDetails"": ""MFA completed""}","{""deviceId"": ""d1100c1b-4604-4537-9a6f-53b00a43a78c"", ""displayName"": ""SRV-ASTER-01"", ""operatingSystem"": ""macOS 15.4"", ""browser"": ""Mobile Safari 18.5""}","{""city"": ""Columbus"", ""state"": ""IL"", ""countryOrRegion"": ""US""}",multiFactorAuthentication,3fe3842c-2fa9-4485-9d91-f7b258061c78,c3c9e397-acd1-489e-b0f2-9edf11bd8d08,Northstar Research Group,none,true,48eb6ec1-025a-46b4-b46d-1597d38d0999,901e3fd2-11c3-4d6f-ae22-2031ebac5540,Northstar Claims Portal,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,"[{""authenticationMethod"": ""Password"", ""succeeded"": true, ""authenticationStepDateTime"": ""2026-05-15T16:10:47Z""}]","[{""networkType"": ""trustedNamedLocation"", ""networkNames"": [""Vendor-SASE""]}]"
2026-05-15T16:11:24Z,2289147a-d6aa-47f6-a81c-02238d9b5953,rhea.maddox@northstar.example,Rhea Maddox,172.22.9.17,Microsoft Teams,SharePoint Online,Browser,notApplied,"{""errorCode"": 0, ""failureReason"": ""None"", ""additionalDetails"": ""MFA required""}","{""deviceId"": ""acd44430-df7c-437c-8c8b-3d9b3555ea5f"", ""displayName"": ""gw-cobalt-02"", ""operatingSystem"": ""Windows 11"", ""browser"": ""Edge 125.0.2535.67""}","{""city"": ""Indianapolis"", ""state"": ""IL"", ""countryOrRegion"": ""US""}",singleFactorAuthentication,ee2eac6b-35d5-42fb-88a1-36df485c4dc9,401fc5b8-77d6-472e-8552-4c88ce76a5a7,Northstar Research Group,none,true,43d1141f-8828-44e8-a1f1-c83fec9ccf82,f7e2b87e-b2d9-400f-b069-139d09c389ef,GitHub Enterprise,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,"[{""authenticationMethod"": ""Password"", ""succeeded"": true, ""authenticationStepDateTime"": ""2026-05-15T16:11:24Z""}]","[{""networkType"": ""trustedNamedLocation"", ""networkNames"": [""HQ-VPN""]}]"
